"","obs_id","name.x","entry_status","mp_year","other_docs","net_ids","country.x","region","subregion","num_areas","num_nt_areas","size","nt_size","protection","network.x","cc_threat","cc_ap","cons_obj","sp_vs_unit","sp_feat","unit_feat","cc_obj","obj_details","cc_va","other_assess","va_action","va_details","des_net","des_cc","des_res","sci_monitor","social_monitor","cc_monitor","cc_monitor_det","adap_man","adap_design","mp_time","work_plan","am_det","int_man","cc_actions","act_type","act_motive","Notes","x1","mpa_id","search","notes","network.y","name.y","orig_name","country.y","sovereign","sub_locati","designatio","designat_1","designat_2","marine","status","status_yea","no_take","no_take_ar","rep_m_area","calc_m_are","rep_area","calc_area","fishing","fishing_in"
"63",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",730,7647,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Footprint (Anacapa Channel)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2007,"All",18.26668264,18,18.26668264,17,18.26668264,"No","Commercial and Recreational Fishing Prohibited"
"64",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",743,7606,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Anacapa Island",NA,"USA","USA","US-CA","Special Closure","Special Closure","National",1,"Designated",2005,"All",1.624784427,2,1.624784427,0,2.657903279,"No","No net or trap may be used in waters less than 20 feet deep off the Anacapa Islands commonly referred to as Anacapa Island.
Commercial and Recreational Fishing Prohibited"
"65",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",744,7600,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Anacapa Island",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",29.59246088,29,29.59246088,29,29.9030764,"No","Commercial and Recreational Fishing Prohibited"
"66",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",745,7599,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Santa Barbara Island",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",32.94733057,45,32.94733057,33,33.071633,"No","Commercial and Recreational Fishing Prohibited"
"67",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",746,7598,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Scorpion (Santa Cruz Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",24.57115036,35,24.57115036,24,24.95722353,"No","Commercial and Recreational Fishing Prohibited"
"68",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",747,7597,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Gull Island (Santa Cruz Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",51.23631873,55,51.23631873,51,51.6216553,"No","Commercial and Recreational Fishing Prohibited"
"69",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",748,7596,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","South Point (Santa Rosa Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",33.45062283,37,33.45062283,33,33.87009305,"No","Commercial and Recreational Fishing Prohibited"
"70",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",749,7595,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Carrington Point (Santa Rosa Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",32.32721413,45,32.32721413,33,33.0976572,"No","Commercial and Recreational Fishing Prohibited"
"71",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",750,7593,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Skunk Point (Santa Rosa Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",3.743937897,4,3.743937897,3,3.799067525,"No","Commercial and Recreational Fishing Prohibited"
"72",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",751,7592,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Harris Point (San Miguel Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",64.73876392,62,64.73876392,65,65.77895297,"No","Recreational Fishing Prohibited and Commercial Fishing Restricted. 

An exemption in the MPA, where commercial and recreational take of living marine resources is allowed, exists between the mean high tide line in Cuyler Harbor and a line between the f"
"73",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",752,7591,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Judith Rock (San Miguel Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",11.65086821,9,11.65086821,11,11.8496025,"No","Commercial and Recreational Fishing Prohibited"
"74",1,"Channel Islands National Marine Sanctuary Marine Reserve Network","Other Docs NR",2009,"Channel Islands NMS Condition Report 2016 (Reviewed), California MPA Master Plan 2016 and Action Plan 2018 (NR), US Framework for National System of MPAs (NR)","8 - 11","United States","Pacific","East",13,"13","3789","3789","Zoning - MPAs are NT","California Coastal MPA Network - South Coast Region, US National Network of MPAs","Yes","Yes","Yes","Both",NA,NA,"Explicit","Conservation Action Plan (part of MP) explicitly lists monitoring/evaluating effects of climate change as a priority issue, making CINMS operations ""green"", and monitoring and planning for invasive species","Yes","Yes","Yes","CCVA was completed for deepwater corals (2014) but a comprehensive vulnerability assessment has not been reported. However, the Condition Report (2016) evaluates many specific climate change stressors and there have been other environmental impact analyses. These have directly translated into adaptation activities. Stressors: ocean acidification, reductions in disollved oxygen, HABs, warming, marine heat waves","Yes","Emphasizing network design; adaptive management plans include updating design for climate change (Boundary Evaluation Action Plan)","Yes","Extensive (keystone and foundation species, ex. kelp forest and shallow rock habitats, biomass of focal species - targeted and non-targeted/algae/inverts, water quality, climate change drivers,","Extensive (water quality, shipping, marine debris, oil activity)","Explicit","Tracking climate indicators (e.g. water temperature, acidity, disollved oxygen) and changes in ecological communities (e.g. deep sea corals); evaluate multiple stressors/drivers and their interactions for a variety of targets, examining how species richness and diversity of fauna are influenced by short- and long-term changes including range shifts and expansions/contractions","Yes","Redesign","10","1",NA,"Yes","Yes",NA,NA,"Design reduces other stressors?",753,7590,"F",NA,"Channel Islands National Marine Sanctuary, California MPA Network","Richardson Rock (San Miguel Island)",NA,"USA","USA","US-CA","State Marine Reserve","State Marine Reserve","National",1,"Designated",2003,"All",105.5401091,59,105.5401091,106,105.5401091,"No","Commercial and Recreational Fishing Prohibited"
"75",15,"Turneffe Atoll Marine Reserve","Complete",2011,"National Protected Areas System Plan",NA,"Belize","Atlantic","Caribbean",1,"6","1317","3.13","Zoning","Belize National Representative System of Protected Areas","Yes","Yes","Yes","Both","System level targets (e.g. coral reef ecosystem) with additional nested targets (e.g. corals, reef fish, parrotfish, diadema, marine endemic species)","System level targets (e.g. coral reef ecosystem) with additional nested targets (e.g. corals, reef fish, parrotfish, diadema, marine endemic species)","No",NA,"Yes","Yes","NS","General assessment of the status of features with respect to various other threats, and a specific ""site reilience assessment"" with respect to climate change; Stressors: Sea level rise, SST rise, increased storm frequency, ocean acidification, decreased precipitation, air temperature changes","No","NS","Yes","Integrated Reef Health Index, Turbidity, Mangrove extent, abundance of juvenile fish and lionfish in inundated mangroves, conch density, average lobster trap, grouper spawning population, seagrass biomass and percent cover, light intensity, water temperature, density of key sport fish,","Incidents of poor development practicies, fishing infractions,","Explicit","Integrate monitoring into framework - continue bleaching and disease and identify resilient coral sites and recruitment sources, water sources and monitoring to build resilience","Yes","Redesign","5","1","Based on monitoring; zoning and redesign","Yes","Yes","AZ, IP, EO, TO, HR, IL, IS, FR","Yes",NA,817,16067,"F",NA,"Turneffe Atoll Marine Reserve","Preservation Zone","Preservation Zone","BLZ","BLZ","BZ-BZ","Turneffe Atoll Marine Reserve","Turneffe Atoll Marine Reserve","National",1,"Designated",2012,"All",3.135616492,0,3.135616492,11,11.92378445,"No","The Preservation Zone follows the same regulations as those for the Conservation Zones, but are more restricted in terms of access
-No extractive fishing is allowed within the Conservation Zones
-No fishing, sport fishing, diving or any other water act"
"76",15,"Turneffe Atoll Marine Reserve","Complete",2011,"National Protected Areas System Plan",NA,"Belize","Atlantic","Caribbean",1,"6","1317","3.13","Zoning","Belize National Representative System of Protected Areas","Yes","Yes","Yes","Both","System level targets (e.g. coral reef ecosystem) with additional nested targets (e.g. corals, reef fish, parrotfish, diadema, marine endemic species)","System level targets (e.g. coral reef ecosystem) with additional nested targets (e.g. corals, reef fish, parrotfish, diadema, marine endemic species)","No",NA,"Yes","Yes","NS","General assessment of the status of features with respect to various other threats, and a specific ""site reilience assessment"" with respect to climate change; Stressors: Sea level rise, SST rise, increased storm frequency, ocean acidification, decreased precipitation, air temperature changes","No","NS","Yes","Integrated Reef Health Index, Turbidity, Mangrove extent, abundance of juvenile fish and lionfish in inundated mangroves, conch density, average lobster trap, grouper spawning population, seagrass biomass and percent cover, light intensity, water temperature, density of key sport fish,","Incidents of poor development practicies, fishing infractions,","Explicit","Integrate monitoring into framework - continue bleaching and disease and identify resilient coral sites and recruitment sources, water sources and monitoring to build resilience","Yes","Redesign","5","1","Based on monitoring; zoning and redesign","Yes","Yes","AZ, IP, EO, TO, HR, IL, IS, FR","Yes",NA,818,16066,"F",NA,"Turneffe Atoll Marine Reserve","Long Bouge Conservation Zone","Long Bouge Conservation Zone","BLZ","BLZ","BZ-BZ","Turneffe Atoll Marine Reserve","Turneffe Atoll Marine Reserve","National",1,"Designated",2012,"All",3.707659383,0,3.707659383,8,8.782945886,"No","Conservation Zones follow the same regulations as those for the General Use Zone, but are more restricted in terms of activities, with additional regulations in place primarily ensuring a no-take regime and guiding tourism activities
-No extractive fish"
"77",15,"Turneffe Atoll Marine Reserve","Complete",2011,"National Protected Areas System Plan",NA,"Belize","Atlantic","Caribbean",1,"6","1317","3.13","Zoning","Belize National Representative System of Protected Areas","Yes","Yes","Yes","Both","System level targets (e.g. coral reef ecosystem) with additional nested targets (e.g. corals, reef fish, parrotfish, diadema, marine endemic species)","System level targets (e.g. coral reef ecosystem) with additional nested targets (e.g. corals, reef fish, parrotfish, diadema, marine endemic species)","No",NA,"Yes","Yes","NS","General assessment of the status of features with respect to various other threats, and a specific ""site reilience assessment"" with respect to climate change; Stressors: Sea level rise, SST rise, increased storm frequency, ocean acidification, decreased precipitation, air temperature changes","No","NS","Yes","Integrated Reef Health Index, Turbidity, Mangrove extent, abundance of juvenile fish and lionfish in inundated mangroves, conch density, average lobster trap, grouper spawning population, seagrass biomass and percent cover, light intensity, water temperature, density of key sport fish,","Incidents of poor development practicies, fishing infractions,","Explicit","Integrate monitoring into framework - continue bleaching and disease and identify resilient coral sites and recruitment sources, water sources and monitoring to build resilience","Yes","Redesign","5","1","Based on monitoring; zoning and redesign","Yes","Yes","AZ, IP, EO, TO, HR, IL, IS, FR","Yes",NA,819,16065,"F",NA,"Turneffe Atoll Marine Reserve","Caye Brokel Conservation Zone","Caye Brokel Conservation Zone","BLZ","BLZ","BZ-BZ","Turneffe Atoll Marine Reserve","Turneffe Atoll Marine Reserve","National",2,"Designated",2012,"All",49.23841194,0,49.23841194,55,49.95315801,"No","Conservation Zones follow the same regulations as those for the General Use Zone, but are more restricted in terms of activities, with additional regulations in place primarily ensuring a no-take regime and guiding tourism activities
-No extractive fish"
